t,mean,lower,upper,variable,prior
36,-0.018647443855601412,-0.03917019225116314,0.0032719626053904684,rt,Wald interval (default)
37,-0.023334655620031817,-0.046496912726570194,-0.0019114224066057424,rt,Wald interval (default)
38,-0.027354334674334645,-0.049633199082509655,-0.007220312689632932,rt,Wald interval (default)
39,-0.03260973032366323,-0.05649871610816243,-0.011893744257545861,rt,Wald interval (default)
40,-0.03734376910981773,-0.0639766244718892,-0.017023961348676134,rt,Wald interval (default)
41,-0.040045212855822285,-0.06618283344976886,-0.0200466419936971,rt,Wald interval (default)
42,-0.04227927361767457,-0.06932757665657042,-0.023172288360887364,rt,Wald interval (default)
43,-0.04406851023747902,-0.07115631377037404,-0.025234385043229966,rt,Wald interval (default)
44,-0.04380586459757809,-0.07046139627265234,-0.023432510288915735,rt,Wald interval (default)
45,-0.04193799743695508,-0.06629798575222527,-0.02040092515246787,rt,Wald interval (default)
46,-0.040094618557887846,-0.06285519332562012,-0.017832786748249594,rt,Wald interval (default)
47,-0.03760945375698747,-0.05908482816817068,-0.0152380879503904,rt,Wald interval (default)
48,-0.03416304844043931,-0.055878626277334316,-0.01217675631648963,rt,Wald interval (default)
49,-0.030206323175772397,-0.05151597669952253,-0.004577155373122751,rt,Wald interval (default)
50,-0.026807217161504894,-0.04798879819946303,-0.0002553856442888691,rt,Wald interval (default)
51,-0.024673257796396987,-0.04512728672165113,0.0011017023039561077,rt,Wald interval (default)
52,-0.023926370609686495,-0.043438039907276925,0.0026332083157324243,rt,Wald interval (default)
53,-0.02394025628431989,-0.04619069703343575,0.0002475795523150595,rt,Wald interval (default)
54,-0.02388405228917261,-0.046372104962413854,5.307852686371045e-5,rt,Wald interval (default)
55,-0.02329326029982718,-0.046630325573757465,0.000979116219982262,rt,Wald interval (default)
56,-0.022198572633724635,-0.04566956451504163,0.0005496861779326727,rt,Wald interval (default)
57,-0.02080087297333691,-0.043658172504009926,0.002298214558387591,rt,Wald interval (default)
58,-0.019660584275142015,-0.0435252932488294,0.003867806657292581,rt,Wald interval (default)
59,-0.018507832053477745,-0.04103747996492857,0.003908474446045589,rt,Wald interval (default)
60,-0.017005370890185764,-0.04023665400009235,0.00659034417421062,rt,Wald interval (default)
61,-0.01627564097957908,-0.03993903398352298,0.006739010941177284,rt,Wald interval (default)
62,-0.015755597741696232,-0.03968594898763603,0.0067824210438764375,rt,Wald interval (default)
63,-0.013872942678240246,-0.0372808706759002,0.009254961566370647,rt,Wald interval (default)
64,-0.011569584291492593,-0.0361478806179807,0.011949974997032126,rt,Wald interval (default)
65,-0.009530105667745889,-0.03302845458816374,0.013072299638608021,rt,Wald interval (default)
66,-0.007331907594447764,-0.030870290951552144,0.015100590783779663,rt,Wald interval (default)
67,-0.005371072606218267,-0.028429445321909348,0.0173293732056128,rt,Wald interval (default)
68,-0.0038391521189295283,-0.02730068133124983,0.01850043930091727,rt,Wald interval (default)
69,-0.001837446427294974,-0.024377672112213006,0.020046065556644163,rt,Wald interval (default)
70,0.0001746976940587893,-0.02222615819768329,0.023788414033141893,rt,Wald interval (default)
71,0.0025945031834521994,-0.022187321918380257,0.026126994054621853,rt,Wald interval (default)
72,0.005712419612027523,-0.01777913758476064,0.0287282752896005,rt,Wald interval (default)
73,0.008525672316354963,-0.014127305894512599,0.03228102791182179,rt,Wald interval (default)
74,0.010577196126367705,-0.012061712195656443,0.03474331017568063,rt,Wald interval (default)
75,0.01164353160089887,-0.010958302085891828,0.034255646434619494,rt,Wald interval (default)
76,0.013265523360107018,-0.00951283668854173,0.03643414000397224,rt,Wald interval (default)
77,0.015025043066874877,-0.00904157727478916,0.03782987320913357,rt,Wald interval (default)
78,0.017191148812096796,-0.006593526381011284,0.040689849127613614,rt,Wald interval (default)
79,0.019686004713687425,-0.0029536484599377295,0.041633551505324176,rt,Wald interval (default)
80,0.022086607460682445,-0.0004431629378649823,0.04526006485183659,rt,Wald interval (default)
81,0.024277346095516062,0.0011800024164626763,0.04653450963385612,rt,Wald interval (default)
82,0.026674456643979844,0.004259649643720885,0.05041966511939604,rt,Wald interval (default)
83,0.028087381059009594,0.00464847750927321,0.05114199125726181,rt,Wald interval (default)
84,0.029765637141712067,0.0067677891652728,0.05251546187812306,rt,Wald interval (default)
85,0.0320414401127943,0.008616345188433513,0.053897125877870405,rt,Wald interval (default)
86,0.035194263951734285,0.012670410053292508,0.0581802146554462,rt,Wald interval (default)
87,0.03787560607680409,0.015283584498391768,0.0593687243346397,rt,Wald interval (default)
88,0.04079133063775802,0.018822804960258635,0.06342848166002267,rt,Wald interval (default)
89,0.04333680077818067,0.02133474883524071,0.06686019954630494,rt,Wald interval (default)
90,0.04530281664673477,0.023367533328796503,0.06874688557629603,rt,Wald interval (default)
91,0.04721551098789381,0.025676693023254267,0.07075834145544344,rt,Wald interval (default)
92,0.04826512315969964,0.026545126027236965,0.07204523054891367,rt,Wald interval (default)
93,0.048602457343746366,0.026656298787060682,0.07143438959936545,rt,Wald interval (default)
94,0.04866463200162501,0.026642343169428748,0.07168756113749489,rt,Wald interval (default)
95,0.0487926757299893,0.02522642076704883,0.0719647789728942,rt,Wald interval (default)
96,0.04903217220770037,0.024473431271228373,0.07311993948595305,rt,Wald interval (default)
97,0.04892172882569856,0.022415226350658218,0.07502032604605294,rt,Wald interval (default)
98,0.049147365234965254,0.019756670206837957,0.0780995327890041,rt,Wald interval (default)
99,0.048938340896643465,0.015519806798181046,0.08186953116198462,rt,Wald interval (default)
100,0.04824856849078829,0.009743107436255246,0.08526439170628206,rt,Wald interval (default)
1,0.01049392945785236,0.008984285540167562,0.01216810612747151,Pt,Wald interval (default)
2,0.010536868283107244,0.009316963276907682,0.011959641098743801,Pt,Wald interval (default)
3,0.010582798140949482,0.009522799584757699,0.011776067191201204,Pt,Wald interval (default)
4,0.010629905238830338,0.009673555990638174,0.011751246138304508,Pt,Wald interval (default)
5,0.010678466506738869,0.009733579307154757,0.011737035681830833,Pt,Wald interval (default)
6,0.010744077689240314,0.009837531171787381,0.011778544714655143,Pt,Wald interval (default)
7,0.01083418725249928,0.009939262227614322,0.01182770655454593,Pt,Wald interval (default)
8,0.010955646471248925,0.010073087308791159,0.011897966355882953,Pt,Wald interval (default)
9,0.011101857121483347,0.01017668774198423,0.012041372000777342,Pt,Wald interval (default)
10,0.011291566772903636,0.0103686555382374,0.012202156450964325,Pt,Wald interval (default)
11,0.011522478976181683,0.010567170650512445,0.01242594481097908,Pt,Wald interval (default)
12,0.011788732847170545,0.010786788755158223,0.012778153493194458,Pt,Wald interval (default)
13,0.012082874589748922,0.01111906523339334,0.013078532116114344,Pt,Wald interval (default)
14,0.012394384348603708,0.011468131067794637,0.01340546900058893,Pt,Wald interval (default)
15,0.012716002118771061,0.011759734673403178,0.013775679877174447,Pt,Wald interval (default)
16,0.013032010844695465,0.01206454010408988,0.014145723269563794,Pt,Wald interval (default)
17,0.013321720248024417,0.012328102427277759,0.014491302668511152,Pt,Wald interval (default)
18,0.013582694196466119,0.01256771394905225,0.014752219020472952,Pt,Wald interval (default)
19,0.013781840878743446,0.012754915327716122,0.014895040000211078,Pt,Wald interval (default)
20,0.013941257299927151,0.012883360513147145,0.015024886634236225,Pt,Wald interval (default)
21,0.014055805361559589,0.013011201489735554,0.015118687446580686,Pt,Wald interval (default)
22,0.014148692539945745,0.013074229500548661,0.015217168104984911,Pt,Wald interval (default)
23,0.014230118362955596,0.013137381015426473,0.01524408522975547,Pt,Wald interval (default)
24,0.014314466960615417,0.013201754682499171,0.0153570161710296,Pt,Wald interval (default)
25,0.014406827343001553,0.013306598621792134,0.015469270818346448,Pt,Wald interval (default)
26,0.014507751316870635,0.013411171734373378,0.01554336720614415,Pt,Wald interval (default)
27,0.01461470350674385,0.01350761704546566,0.01567966990019872,Pt,Wald interval (default)
28,0.014723263705009483,0.013631467014008948,0.015857660644826098,Pt,Wald interval (default)
29,0.014835997244883267,0.013786450705502783,0.01595318432066922,Pt,Wald interval (default)
30,0.014943690242456807,0.013915467664964317,0.01603166061020106,Pt,Wald interval (default)
31,0.015013108673890807,0.014000637729002549,0.01617606776281371,Pt,Wald interval (default)
32,0.015026099403834254,0.014046601262192874,0.016167575710476254,Pt,Wald interval (default)
33,0.014983677281673623,0.013929505112461636,0.01614541834265101,Pt,Wald interval (default)
34,0.014869175594084832,0.013789536899832316,0.016016949833139647,Pt,Wald interval (default)
35,0.01468008226009294,0.013563896234195748,0.015827551992626195,Pt,Wald interval (default)
36,0.014402973296265486,0.013313852992453428,0.015558948778721632,Pt,Wald interval (default)
37,0.014064255626705519,0.013003643428787471,0.015180195469320479,Pt,Wald interval (default)
38,0.01368386277203902,0.012663057212270366,0.014772354697643776,Pt,Wald interval (default)
39,0.013241375661368208,0.012268575688806804,0.014303751265906446,Pt,Wald interval (default)
40,0.012758004604517552,0.011839040133910293,0.013721301926080237,Pt,Wald interval (default)
41,0.012257741751047933,0.011313890690765317,0.013162794215945128,Pt,Wald interval (default)
42,0.011749618931805464,0.010824394286376004,0.01262978852005701,Pt,Wald interval (default)
43,0.011242863407961193,0.010303210702616705,0.012161056942329971,Pt,Wald interval (default)
44,0.010762430433788463,0.009860425516420749,0.011625628781486798,Pt,Wald interval (default)
45,0.010326353307572747,0.009420400975768153,0.011142837100196246,Pt,Wald interval (default)
46,0.00992487394699323,0.00901619937369045,0.010730485429590193,Pt,Wald interval (default)
47,0.009562315125519163,0.008691822341811458,0.010354928102026593,Pt,Wald interval (default)
48,0.009245069058652937,0.008404891840602738,0.010017928678648706,Pt,Wald interval (default)
49,0.00897042482430399,0.008212742479969235,0.009729114444845414,Pt,Wald interval (default)
50,0.008736418515861528,0.007996566389666905,0.009506144508466126,Pt,Wald interval (default)
51,0.00852324576672773,0.007816074156693427,0.009277991598092918,Pt,Wald interval (default)
52,0.008321064263814137,0.007617066422002724,0.009070692052686376,Pt,Wald interval (default)
53,0.008124653142951658,0.00742143378214332,0.00889811378635795,Pt,Wald interval (default)
54,0.007932772855685352,0.00724273845475255,0.008682140850640988,Pt,Wald interval (default)
55,0.007749232349289475,0.007086763498332158,0.008509161026220194,Pt,Wald interval (default)
56,0.007577690274035195,0.006898679351192727,0.008310866628559033,Pt,Wald interval (default)
57,0.007420346125316801,0.006754703509685009,0.00815231862763706,Pt,Wald interval (default)
58,0.007275025354281425,0.006627824753140067,0.007992571262154162,Pt,Wald interval (default)
59,0.007140318141545016,0.00645441845774608,0.007847886453811695,Pt,Wald interval (default)
60,0.007018628376659444,0.006346414457629085,0.007723584902435778,Pt,Wald interval (default)
61,0.0069055773131637,0.006266376411523824,0.007595596687239842,Pt,Wald interval (default)
62,0.0067977673640052675,0.006155000911491891,0.007463583914623736,Pt,Wald interval (default)
63,0.006704736010700869,0.0060769100118607386,0.0073735970391254225,Pt,Wald interval (default)
64,0.006628122270571907,0.006016526228864818,0.007309325706918178,Pt,Wald interval (default)
65,0.006566761215385607,0.0059528601172991235,0.007259431425974733,Pt,Wald interval (default)
66,0.006520784132028887,0.005907079741915109,0.007190618364428792,Pt,Wald interval (default)
67,0.006487411123800618,0.005896608941770626,0.00715106439563485,Pt,Wald interval (default)
68,0.006462954171740078,0.005850725027687634,0.007096818907552769,Pt,Wald interval (default)
69,0.00645159999135641,0.005852178010856647,0.00706408969276286,Pt,Wald interval (default)
70,0.0064526433717542195,0.005864564545448248,0.007058383235751692,Pt,Wald interval (default)
71,0.006468552653034455,0.0058934641794603955,0.007082263027558206,Pt,Wald interval (default)
72,0.006505122369213139,0.005907719394349108,0.007118798647378373,Pt,Wald interval (default)
73,0.006560152183807847,0.005956939299980285,0.00720954238416923,Pt,Wald interval (default)
74,0.006628944573849834,0.006034509776914991,0.007286316162685351,Pt,Wald interval (default)
75,0.006706030516757946,0.006106710598862846,0.007366335516307425,Pt,Wald interval (default)
76,0.0067945762199824985,0.006185099201552632,0.007465068107943533,Pt,Wald interval (default)
77,0.006896548946963088,0.0062804903942434865,0.007575553378091652,Pt,Wald interval (default)
78,0.00701542450738651,0.006392539878533177,0.0077039747859592046,Pt,Wald interval (default)
79,0.007154454016571651,0.006519850111637143,0.007857764253830191,Pt,Wald interval (default)
80,0.0073147993870071515,0.00665495178765876,0.008043273357152337,Pt,Wald interval (default)
81,0.007495969914151331,0.006831430079005047,0.00823421981593143,Pt,Wald interval (default)
82,0.007700639098818054,0.007014499416478242,0.008439588639390884,Pt,Wald interval (default)
83,0.00792125599580043,0.007209656260377137,0.008659009027552553,Pt,Wald interval (default)
84,0.008161326382457638,0.007430546499718722,0.008909880962418992,Pt,Wald interval (default)
85,0.008426497881755068,0.007693237966024925,0.009188776469434468,Pt,Wald interval (default)
86,0.00872757678269449,0.007975060989960122,0.009498269624245206,Pt,Wald interval (default)
87,0.009063740607396857,0.008287126131876432,0.009867075328827756,Pt,Wald interval (default)
88,0.00943970655042094,0.008629226285414062,0.01025289613430264,Pt,Wald interval (default)
89,0.009855452271346633,0.009037789779010898,0.010687013684769448,Pt,Wald interval (default)
90,0.010311087652510532,0.009470671228413488,0.011199080426822498,Pt,Wald interval (default)
91,0.010808678855250269,0.009936535671662404,0.011713427162360334,Pt,Wald interval (default)
92,0.011343193212632578,0.01044223063047755,0.012284714781242205,Pt,Wald interval (default)
93,0.011907679096642528,0.010981923660163425,0.012891095988980776,Pt,Wald interval (default)
94,0.012500977087313507,0.011551194020189962,0.013509216843999123,Pt,Wald interval (default)
95,0.01312633677170667,0.01213613324741543,0.014183361937368407,Pt,Wald interval (default)
96,0.013786671383926951,0.01272367055065328,0.014911149743698247,Pt,Wald interval (default)
97,0.014479773665480089,0.013300479056231138,0.015699686247660195,Pt,Wald interval (default)
98,0.015212428621254324,0.013856746916002059,0.016618544596362743,Pt,Wald interval (default)
99,0.015981432374643372,0.01435278414033699,0.017693938161954328,Pt,Wald interval (default)
100,0.016783126948717298,0.014734481859931306,0.01897011395290325,Pt,Wald interval (default)
1,52.445405,37.0,69.0,nPos,Wald interval (default)
2,52.6792,38.0,69.0,nPos,Wald interval (default)
3,52.9165,38.0,69.0,nPos,Wald interval (default)
4,53.16124,39.0,69.0,nPos,Wald interval (default)
5,53.37943,39.0,69.0,nPos,Wald interval (default)
6,53.733835,39.0,69.0,nPos,Wald interval (default)
7,54.16871,40.0,70.0,nPos,Wald interval (default)
8,54.75926,40.0,70.0,nPos,Wald interval (default)
9,55.49525,41.0,71.0,nPos,Wald interval (default)
10,56.469835,42.0,72.0,nPos,Wald interval (default)
11,57.613475,43.0,74.0,nPos,Wald interval (default)
12,58.9143,44.0,75.0,nPos,Wald interval (default)
13,60.417185,45.0,77.0,nPos,Wald interval (default)
14,61.97079,46.0,79.0,nPos,Wald interval (default)
15,63.571225,48.0,80.0,nPos,Wald interval (default)
16,65.18048,49.0,82.0,nPos,Wald interval (default)
17,66.6185,50.0,84.0,nPos,Wald interval (default)
18,67.889535,52.0,85.0,nPos,Wald interval (default)
19,68.897975,52.0,86.0,nPos,Wald interval (default)
20,69.71273,53.0,87.0,nPos,Wald interval (default)
21,70.28087,54.0,88.0,nPos,Wald interval (default)
22,70.74252,54.0,88.0,nPos,Wald interval (default)
23,71.135225,54.0,89.0,nPos,Wald interval (default)
24,71.595675,55.0,89.0,nPos,Wald interval (default)
25,72.03413,55.0,90.0,nPos,Wald interval (default)
26,72.557165,56.0,91.0,nPos,Wald interval (default)
27,73.07146,56.0,91.0,nPos,Wald interval (default)
28,73.62687,57.0,92.0,nPos,Wald interval (default)
29,74.164525,57.0,92.0,nPos,Wald interval (default)
30,74.71975,58.0,93.0,nPos,Wald interval (default)
31,75.04076,58.0,93.0,nPos,Wald interval (default)
32,75.115865,58.0,93.0,nPos,Wald interval (default)
33,74.95373,58.0,93.0,nPos,Wald interval (default)
34,74.350105,57.0,93.0,nPos,Wald interval (default)
35,73.41402,56.0,92.0,nPos,Wald interval (default)
36,72.02861,55.0,90.0,nPos,Wald interval (default)
37,70.316735,54.0,88.0,nPos,Wald interval (default)
38,68.40889,52.0,86.0,nPos,Wald interval (default)
39,66.23164,50.0,83.0,nPos,Wald interval (default)
40,63.79129,48.0,81.0,nPos,Wald interval (default)
41,61.30113,46.0,78.0,nPos,Wald interval (default)
42,58.75972,44.0,75.0,nPos,Wald interval (default)
43,56.192995,42.0,72.0,nPos,Wald interval (default)
44,53.79012,39.0,69.0,nPos,Wald interval (default)
45,51.66072,38.0,67.0,nPos,Wald interval (default)
46,49.619985,36.0,65.0,nPos,Wald interval (default)
47,47.84805,34.0,62.0,nPos,Wald interval (default)
48,46.22417,33.0,61.0,nPos,Wald interval (default)
49,44.85351,32.0,59.0,nPos,Wald interval (default)
50,43.661935,31.0,58.0,nPos,Wald interval (default)
51,42.574005,30.0,56.0,nPos,Wald interval (default)
52,41.620335,29.0,55.0,nPos,Wald interval (default)
53,40.605965,28.0,54.0,nPos,Wald interval (default)
54,39.65532,27.0,53.0,nPos,Wald interval (default)
55,38.730415,27.0,52.0,nPos,Wald interval (default)
56,37.90518,26.0,51.0,nPos,Wald interval (default)
57,37.096715,25.0,50.0,nPos,Wald interval (default)
58,36.37567,25.0,49.0,nPos,Wald interval (default)
59,35.694585,24.0,48.0,nPos,Wald interval (default)
60,35.078175,24.0,48.0,nPos,Wald interval (default)
61,34.514385,23.0,47.0,nPos,Wald interval (default)
62,33.974765,23.0,46.0,nPos,Wald interval (default)
63,33.50316,22.0,46.0,nPos,Wald interval (default)
64,33.13249,22.0,45.0,nPos,Wald interval (default)
65,32.8503,22.0,45.0,nPos,Wald interval (default)
66,32.59693,22.0,45.0,nPos,Wald interval (default)
67,32.4411,21.0,44.0,nPos,Wald interval (default)
68,32.314515,21.0,44.0,nPos,Wald interval (default)
69,32.240875,21.0,44.0,nPos,Wald interval (default)
70,32.27421,21.0,44.0,nPos,Wald interval (default)
71,32.3371,21.0,44.0,nPos,Wald interval (default)
72,32.536705,22.0,45.0,nPos,Wald interval (default)
73,32.79152,22.0,45.0,nPos,Wald interval (default)
74,33.14344,22.0,45.0,nPos,Wald interval (default)
75,33.5281,22.0,46.0,nPos,Wald interval (default)
76,33.981645,23.0,46.0,nPos,Wald interval (default)
77,34.48124,23.0,47.0,nPos,Wald interval (default)
78,35.085035,24.0,48.0,nPos,Wald interval (default)
79,35.77648,24.0,48.0,nPos,Wald interval (default)
80,36.591445,25.0,49.0,nPos,Wald interval (default)
81,37.4453,26.0,50.0,nPos,Wald interval (default)
82,38.51487,26.0,52.0,nPos,Wald interval (default)
83,39.60966,27.0,53.0,nPos,Wald interval (default)
84,40.802145,28.0,54.0,nPos,Wald interval (default)
85,42.12592,29.0,56.0,nPos,Wald interval (default)
86,43.651515,31.0,58.0,nPos,Wald interval (default)
87,45.34666,32.0,60.0,nPos,Wald interval (default)
88,47.1873,34.0,62.0,nPos,Wald interval (default)
89,49.245245,36.0,64.0,nPos,Wald interval (default)
90,51.545325,37.0,67.0,nPos,Wald interval (default)
91,54.054105,40.0,70.0,nPos,Wald interval (default)
92,56.74548,42.0,73.0,nPos,Wald interval (default)
93,59.53374,44.0,76.0,nPos,Wald interval (default)
94,62.496725,47.0,79.0,nPos,Wald interval (default)
95,65.638765,50.0,83.0,nPos,Wald interval (default)
96,68.932065,52.0,87.0,nPos,Wald interval (default)
97,72.419085,55.0,91.0,nPos,Wald interval (default)
98,76.0694,58.0,95.0,nPos,Wald interval (default)
99,79.895215,61.0,100.0,nPos,Wald interval (default)
100,83.93897,64.0,106.0,nPos,Wald interval (default)
1,0.010489081,0.0074,0.0138,Obs positivity,Wald interval (default)
2,0.010535840000000001,0.0076,0.0138,Obs positivity,Wald interval (default)
3,0.0105833,0.0076,0.0138,Obs positivity,Wald interval (default)
4,0.010632248,0.0078,0.0138,Obs positivity,Wald interval (default)
5,0.010675885999999999,0.0078,0.0138,Obs positivity,Wald interval (default)
6,0.010746766999999999,0.0078,0.0138,Obs positivity,Wald interval (default)
7,0.010833741999999999,0.008,0.014,Obs positivity,Wald interval (default)
8,0.010951852,0.008,0.014,Obs positivity,Wald interval (default)
9,0.01109905,0.0082,0.0142,Obs positivity,Wald interval (default)
10,0.011293967,0.0084,0.0144,Obs positivity,Wald interval (default)
11,0.011522695,0.0086,0.0148,Obs positivity,Wald interval (default)
12,0.01178286,0.0088,0.015,Obs positivity,Wald interval (default)
13,0.012083437,0.009,0.0154,Obs positivity,Wald interval (default)
14,0.012394158,0.0092,0.0158,Obs positivity,Wald interval (default)
15,0.012714244999999999,0.0096,0.016,Obs positivity,Wald interval (default)
16,0.013036096,0.0098,0.0164,Obs positivity,Wald interval (default)
17,0.013323699999999999,0.01,0.0168,Obs positivity,Wald interval (default)
18,0.013577906999999998,0.0104,0.017,Obs positivity,Wald interval (default)
19,0.013779595,0.0104,0.0172,Obs positivity,Wald interval (default)
20,0.013942545999999998,0.0106,0.0174,Obs positivity,Wald interval (default)
21,0.014056174,0.0108,0.0176,Obs positivity,Wald interval (default)
22,0.014148504,0.0108,0.0176,Obs positivity,Wald interval (default)
23,0.014227045,0.0108,0.0178,Obs positivity,Wald interval (default)
24,0.014319135,0.011,0.0178,Obs positivity,Wald interval (default)
25,0.014406826000000001,0.011,0.018,Obs positivity,Wald interval (default)
26,0.014511432999999999,0.0112,0.0182,Obs positivity,Wald interval (default)
27,0.014614292000000001,0.0112,0.0182,Obs positivity,Wald interval (default)
28,0.014725374,0.0114,0.0184,Obs positivity,Wald interval (default)
29,0.014832904999999999,0.0114,0.0184,Obs positivity,Wald interval (default)
30,0.014943950000000001,0.0116,0.0186,Obs positivity,Wald interval (default)
31,0.015008152000000002,0.0116,0.0186,Obs positivity,Wald interval (default)
32,0.015023172999999999,0.0116,0.0186,Obs positivity,Wald interval (default)
33,0.014990746,0.0116,0.0186,Obs positivity,Wald interval (default)
34,0.014870021,0.0114,0.0186,Obs positivity,Wald interval (default)
35,0.014682803999999999,0.0112,0.0184,Obs positivity,Wald interval (default)
36,0.014405722,0.011,0.018,Obs positivity,Wald interval (default)
37,0.014063346999999999,0.0108,0.0176,Obs positivity,Wald interval (default)
38,0.013681778,0.0104,0.0172,Obs positivity,Wald interval (default)
39,0.013246328,0.01,0.0166,Obs positivity,Wald interval (default)
40,0.012758258,0.0096,0.0162,Obs positivity,Wald interval (default)
41,0.012260226,0.0092,0.0156,Obs positivity,Wald interval (default)
42,0.011751944,0.0088,0.015,Obs positivity,Wald interval (default)
43,0.011238599,0.0084,0.0144,Obs positivity,Wald interval (default)
44,0.010758024,0.0078,0.0138,Obs positivity,Wald interval (default)
45,0.010332144,0.0076,0.0134,Obs positivity,Wald interval (default)
46,0.009923997,0.0072,0.013,Obs positivity,Wald interval (default)
47,0.009569610000000001,0.0068,0.0124,Obs positivity,Wald interval (default)
48,0.009244834,0.0066,0.0122,Obs positivity,Wald interval (default)
49,0.008970702,0.0064,0.0118,Obs positivity,Wald interval (default)
50,0.008732387,0.0062,0.0116,Obs positivity,Wald interval (default)
51,0.008514801,0.006,0.0112,Obs positivity,Wald interval (default)
52,0.008324067,0.0058,0.011,Obs positivity,Wald interval (default)
53,0.008121192999999999,0.0056,0.0108,Obs positivity,Wald interval (default)
54,0.007931064,0.0054,0.0106,Obs positivity,Wald interval (default)
55,0.007746083,0.0054,0.0104,Obs positivity,Wald interval (default)
56,0.007581036,0.0052,0.0102,Obs positivity,Wald interval (default)
57,0.007419343000000001,0.005,0.01,Obs positivity,Wald interval (default)
58,0.007275134,0.005,0.0098,Obs positivity,Wald interval (default)
59,0.007138916999999999,0.0048,0.0096,Obs positivity,Wald interval (default)
60,0.007015635,0.0048,0.0096,Obs positivity,Wald interval (default)
61,0.006902876999999999,0.0046,0.0094,Obs positivity,Wald interval (default)
62,0.006794952999999999,0.0046,0.0092,Obs positivity,Wald interval (default)
63,0.006700632000000001,0.0044,0.0092,Obs positivity,Wald interval (default)
64,0.006626498,0.0044,0.009,Obs positivity,Wald interval (default)
65,0.006570059999999999,0.0044,0.009,Obs positivity,Wald interval (default)
66,0.006519386,0.0044,0.009,Obs positivity,Wald interval (default)
67,0.006488219999999999,0.0042,0.0088,Obs positivity,Wald interval (default)
68,0.006462903,0.0042,0.0088,Obs positivity,Wald interval (default)
69,0.0064481750000000004,0.0042,0.0088,Obs positivity,Wald interval (default)
70,0.006454842,0.0042,0.0088,Obs positivity,Wald interval (default)
71,0.00646742,0.0042,0.0088,Obs positivity,Wald interval (default)
72,0.006507341,0.0044,0.009,Obs positivity,Wald interval (default)
73,0.006558304,0.0044,0.009,Obs positivity,Wald interval (default)
74,0.006628688,0.0044,0.009,Obs positivity,Wald interval (default)
75,0.006705620000000001,0.0044,0.0092,Obs positivity,Wald interval (default)
76,0.006796329,0.0046,0.0092,Obs positivity,Wald interval (default)
77,0.006896248,0.0046,0.0094,Obs positivity,Wald interval (default)
